Item Number,Description,MSC#,Item Group,Item Sub Group,Supplier,Supplier Part Number,Brand,Unit Cost
2004,"0.5000 12.70 5 Flute, Single End, Solid Carbide, 0.015"" Corner Radius End Mill – 3"" OAL, 40° Helix, Right Hand Flute, 1–1/4"" LOC, Right Hand Cut",70211537,,,,,Accupro,84.27
2005,"0.3750 3/8–24 UNF, 3 Flute, Oxide Finish, Vanadium High Speed Steel Spiral Point Tap – Plug Chamfer, Right Hand Thread, 2–15/16"" OAL, 1–1/4"" Thread Length, 0.381"" Shank Diam, 3B Class of Fit, Series 280",64047103,,,,,OSG,16.14
2006,"0.2677 6.80mm Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit – Solid Carbide, EgiAs Finish, 34mm Flute Length, 88mm OAL, Straight Shank, Through Coolant",48819395,,,,8700680,OSG,84.12
2007,"0.3307 8.40mm Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit – Solid Carbide, EgiAs Finish, 42mm Flute Length, 101mm OAL, 10mm Shank, Through Coolant",48820252,,,,,OSG,114.9
2008,"1.2500 1.250-7 TAP 4 FLUTE R.H. TIN 60 DEGREE THREAD FORM 8"""" OVERALL WITH COOLANT HOLES EXITING FLUTES 1.021"""" SHANK DIAMETER WITH .766"""" SQUARE ACROSS FLATS- ALTERED GROUND SHANK",,TAPS,,,,Precision Threading Corp.,430
2009,"0.0200 0.51mm 0.46 P FLRD CREM, DE 2 FL ALTIN",17020-C3,Holemaking,ScrewMachineLengthDrillBits,,,Harvey,41.8
2010,0.6255 15.89mm Dia-HSS-Carbide Tipped Chucking Reamer,BF536255,,,,,Rock River Tool,65.95
2011,0.6275 15.94mm  Dia-HSS-Carbide Tipped Chucking Reamer,BF536275,,,,24006275,Rock River Tool,65.95
2012,0.3890 9.88mm Dia-HSS-Carbide Tipped Chucking Reamer.,42124677,,,,24003890,Rock River Tool,48.6
2014,"0.3900 9.91mm Carbide-Tipped 4 Flute Chucking Reamer Straight Flute, 5/16"" Straight Shank, 1-3/4"" Flute Length, 7"" OAL",82039009,,,,,Made In USA,57.79
2015,"0.3858 9.80mm 140° Point Solid Carbide Jobber Drill TiAlN Finish, Right Hand Cut, Spiral Flute, Straight Shank, 103mm OAL, 10mm Shank Diam, 61mm Flute Length, Standard Point, Through Coolant",4810495,,,,,Kennametal,113.4
2016,"0.2670 6.78mm Carbide-Tipped 4 Flute Chucking Reamer Straight Flute, 15/64"" Straight Shank, 1-1/2"" Flute Length, 6"" OAL",82342361,,,,,Made in USA,55.44
2017,0.1575 4.00mm M4x0.7IP15 - Tool Body: 43429133,07006097-ISCAR,,,,,ISCAR,0
2018,"0.3125  7.94mm -#4 Plain Cut, 60° Incl Angle, High Speed Steel Combo Drill & Countersink 5/16"" Body Diam, 1/8"" Point Diam x 1/8"" Point Length, 6"" OAL, Right Hand Cut",71044465,,,,24060,Keo,33.93
2019,"0.1285 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.1190 Straight Shank, 0.8750 Flute Length, 3.5000 OAL",30147276,,,,,hERTEL,13.47
2020,"0.3543 9.00mm 140° Solid Carbide Jobber Drill WD1 Finish, 103mm OAL",68838812,,,,,osg,77.22
2021,"0.6875 OSG Drill,1.3750 Max Drill Depth, 2xD, 0.6875 Diam, Indexable Insert Drill 2 Inserts, 3/4"" Shank Diam, Straight Shank",38223863,,,,52502010,,356.83
2022,"0.2362 6.00mm M6x1 Metric Coarse 6H 4 Flute Bright Finish High Speed Steel Straight Flute Standard Hand Tap Plug, Right Hand Thread, 2-1/2"" OAL, D5 Limit",77429421,,,,,,6.67
2023,"0.2500 1/4-18 NPT Thread, 4 Flute Standard Pipe Tap 2.4400 OAL, 1.0625 Thread Length, 0.5625 Shank Diam, TiN Finish, High Speed Steel",88138052,,,,1545236,Kennametal,48.21
2024,"0.9840  Diam Grade IC908 140° Replaceable Drill Tip Carbide, TiAlN/TiN Finish, 25 Seat Size, Series ICP",58721382,,,,5508510,ISCAR,108.72
2025,"0.4200 Carbide-Tipped 4 Flute Chucking Reamer Straight Flute, 3/8"" Straight Shank, 1-3/4"" Flute Length, 7"" OAL",82042003,,,,,Made in USA,60.54
2026,"0.3125 Extra Length Solid Carbide Drill Bit, Through Coolant, Spiral Flute, 40mm Straight Shank.",92290204,,,,,Kennametal,308.93
2027,"0.4130 Letter Z Carbide-Tipped 4 Flute Chucking Reamer Straight Flute, 0.3750 Straight Shank, 1.7500 Flute Length, 7.0000 OAL",82000266,,,,,Made in USA,80.71
2028,"0.7087 18.00mm 120° Vanadium High Speed Steel Jobber Drill TiN Finish, Right Hand Cut, Spiral Flute, Straight Shank, 184mm OAL, Standard Point",334094,,,,,OSG,173.75
2029,"0.2188 140° Solid Carbide Jobber Drill AlTiN Finish, Right Hand Cut, Spiral Flute, Straight Shank, 82mm OAL, Standard Point",77712438,,,,,Accupro,82.5
2030,"1.2600 32.00mm Diam Grade IC908 Replaceable Drill Tip Carbide, TiAlN/TiN Finish, 32 Seat Size",62805155,,,,,Iscar,142.56
2031,"0.3150 8.00mm M8x1.25 Metric 3 Flute 6H Modified Bottoming Spiral Flute Tap Cobalt, MolyGlide Finish, 2.72"" OAL, Right Hand Flute, Right Hand Thread, D4/D5, Series 3963",58541871,,,,9.04E+12,Guhring,20.88
2032,"0.1969 5.00mm 140° Solid Carbide Screw Machine Drill Bit WD1 Finish, 28mm Flute Length, 66mm OAL, Through Coolant",46810974,,,, HP253-1969,OSG,43.56
2033,"0.3543 9.00mm 140° Solid Carbide Jobber Drill Double Coating Finish, Right Hand Cut, Spiral Flute, Straight Shank, 139mm OAL, X-treme D Point",70459987,,,,5834708,Walter-Titex,169.13
2034,"0.1640 #8-32 UNC 3 Flute 2B Modified Bottoming Spiral Flute Tap Vanadium High Speed Steel, Oxide Finish, 2-1/8"" OAL, Right Hand Flute, Right Hand Thread, H3, Series 290",64047624,,,,2912801,OSG,16.82
2035,"0.3640 High Speed Steel 6 Flute Chucking Reamer Straight Flute, 0.3105"" Straight Shank, 1-3/4"" Flute Length, 7"" OAL",30155048,,,,,Hertel,43
2036,"0.0200 x 0.0300 LOC Carbide Ball 2FL Miniature End Mill, Uncoated",24520- Iwen,Holemaking,SpottingDrills,,24520,Iwen,22.23
2037,0.0790 313.0010.20 TN35 CARB MILLING INSERT QIA,68206390,,,,313001020TN35,Horn,45
2038,"0.2500 , 0.7500 LOC, 0.2500 Shank Diam, 4.0000 OAL, 3 Flute, Solid Carbide Square End Mill Single End, ZrN Finish, Spiral Flute, 37° Helix, Centercutting, Right Hand Cut, Right Hand Flute",78088283,,,,,Accupro,69.29
2039,"0.1720 4.37mm  140° Solid Carbide Screw Machine Drill Bit WD1 Finish, 24mm Flute Length, 66mm OAL",40347478,,,,HP243-1720,OSG,32.79
2040,"0.2756 7.00mm 140° Solid Carbide Jobber Drill WD1 Finish, 91mm OAL",91433391,,,, HP255-2756,OSG,71.97
2041,0.2500 1/4-18 HSG NPTF TAP ,EM41418,,,,EM41418,RAPIDKUT,19.47
2042,"1.3750 1.375-6 , RevE, Precision Threading ALTERED",Precision Threading Corp,TAPS,TAPS_Bushings,Central,,,205
2043,"0.1250  Diam, 1"" LOC, 4 Flute Solid Carbide Ball End Mill TiAlN Finish, Single End, 4"" OAL, 1/8"" Shank Diam, Spiral Flute",55101828,,,,,Niagara Cutter,46.44
2044,"0.1181 3.00mm M3x0.5 Metric Coarse 2 Flute 6H Modified Bottoming Spiral Flute Tap Cobalt, Bright Finish, 1.941"" OAL, Right Hand Flute, Right Hand Thread, Series 3930",63268320,,,,9.04E+12,Gubring,17.02
2045,"0.1969 5.00mm M5x0.8 Metric Coarse 2 Flute 6H Modified Bottoming Spiral Flute Tap Cobalt, Bright Finish, 2.382"" OAL, Right Hand Flute, Right Hand Thread, Series 3930",63268346,,,,9.04E+12,Guhring,17.99
2046,"0.3750, 1.7500 LOC, 0.3750 Shank Diam, 4.0000 OAL, 3 Flute, Solid Carbide Square End Mill Single End, TiCN Finish, Spiral Flute, 40° Helix, Centercutting, Right Hand Cut, Right Hand Flute",9798711,,,,,Accupro,45.44
2047,"0.0787 2.00mm M2x0.40 Metric 6H Modified Bottoming Spiral Flute Tap Cobalt, TiCN Finish, 45mm OAL, Right Hand Flute, Right Hand Thread, D3, Series 5737",52364783,,,,9.06E+12,Guhring,12.63
2048,"0.3750 9.53mm 266 External Right Hand 18 UN Laydown Threading Insert - Grade 1125, TiCrAlN/TiAlN Coated Carbide, 9.525mm Inscribed Circle",36307270,,,,5757942,Sandvik Coromant,26.38
2049,"0.1654 4.20mm, 140° Point, Spiral Flute, Solid Carbide Taper Length Drill Bit EgiAs Finish, 55mm Flute Length, 115mm OAL, Series 6530",48877054,,,,8710420,OSG,128.07
2050,"0.1693 4.3mm High Speed Steel 6 Flute Chucking Reamer Straight Flute, Straight Shank",43997568,,,,,Alvord Polk,18.09
2051,"0.7500 3/4-14 NPTF, 15° Helix, 5 Flutes, Modified Bottoming Chamfer, Oxide Finish, Vanadium High Speed Steel, Spiral Flute Pipe Tap Right Hand Flute, 29/32"" Shank Diam, 1-3/8"" Thread Length, 0.5650"" Projection, 0.679"" Square Size, Series 318",64182991,,,,1738101,OSG,94.79
2052,"0.2360 6.00mm, 10.00mm LOC, 6.00mm Shank Diam, 54.00mm OAL, 4 Flute, Solid Carbide Square End Mill Single End, FIREX Finish, Spiral Flute, 35/38° Helix, Centercutting, Right Hand Cut, Right Hand Flute, Series 3731",89478333,,,,9.04E+12,Guhring,25.94
2053,"0.4724 12.00mm M12x1 , 3 flute Vermont FT Tap, HS G D5, D2502",,TAPS,,,,Vermont FT,0
2054,"0.3346 8.50mm 140° Solid Carbide Jobber Drill WXL Finish, Right Hand Cut, Spiral Flute, Straight Shank, 128mm OAL",36461564,,,,8682850,OSG,131.25
2055,"0.5000 1/2-14 NPTF, 15° Helix, 4 Flutes, Modified Bottoming Chamfer, Oxide Finish, Vanadium High Speed Steel, Spiral Flute Pipe Tap Right Hand Flute, 11/16"" Shank Diam, 1-3/8"" Thread Length, 0.5790"" Projection, 0.515"" Square Size, Series 318",64182983,,,,1738001,OSG,67.84
2056,"1.3268 33.70mm M33.7x4 ,4 flute, spiral point, reduced shank, TINCOAT",Precision Threading Co.,,,,,Precision Threading Corp. ,440
2057,"0.0728 1.85mm EN123 GF Grade 1125, 1.85mm Cutting Width Carbide Grooving Insert 19.3mm Max Depth of Cut, Neutral, 0.1mm Corner Radius, TiAlN Finish",52079282,,,,5735668,Sandvik Coromant,32.34
2058,"0.0591 1.50mm DN123 GF Grade 1125, 1.5mm Cutting Width Carbide Grooving Insert 13.3mm Max Depth of Cut, Neutral, 0.1mm Corner Radius, TiAlN Finish",47182159,,,,5736492,Sandvik Coromant,32.24
2059,"0.5000  Cut. Dia, 0.5000 SHK Dia, 5 FL, 1.0000 LOC, 3.0000 OAL",44272 (IWEN),Holemaking,Straight-Flute&DieDrillBits,,3344272,Helical,0
2060,"0.2010 150° Solid Carbide Jobber Drill Bright Finish, Spiral Flute, 3"" OAL, Standard Point",70693643,,,,,Accupro,32.26
2061,"0.3125″ Cutter Diameter × 0.0620″Width × 1.0000″ Neck Length Carbide Square Standard Keyseat Cutter, 6 Flutes",69730,,,,69730,Harvey Tool,73.5
2062,0.5000 30 Degree Tapered SE EM,CN5830AX2A,Holemaking,TaperLengthDrillBits,,CN5830AX2A,Production Tool Supply,92.3
2063,"0.1575 4.00mm, 4 Flute, Single End, Solid Carbide, 1.00mm Corner Radius End Mill",63946941,,,,,OSG,27.39
2064,"0.3750 , 0.5000 LOC, 0.3750 Shank Diam, 2.5000 OAL, 3 Flute, Solid Carbide Square End Mill Single End, ZrN Finish, Spiral Flute, Variable° Helix, Centercutting, Right Hand Cut, Right Hand Flute",4490025,,,,,ACCUPRO,61.08
2065,"0.1900 #10-24 UNC 2B/3B Modified Bottoming Spiral Flute Tap Cobalt, TiCN Finish, 2.382"" OAL, Right Hand Flute, Right Hand Thread, H3, Series 4408",52361813,,,,9.04E+12,Guhring,12.44
2066,"0.1496 #25 140° Solid Carbide Jobber Drill WD1 Finish, 74mm OAL",59984971,,,,,OSG,51.52
2067,"0.0700 Radius × 0.0460 Pilot Diameter Carbide 5° Flare Corner Rounding End Mill DE, 2 Flutes",17070-HAR (Iwen),,CornerRoundingEndMills,,17070,Harvey Tool,46.74
2068,"0.0300 Radius × 0.0080 Pilot Diameter Carbide 5° Flare Corner Rounding End Mill DE, 2 Flutes, AlTiN Coated",67430-C3-HAR (IWEN),,CornerRoundingEndMills,,67430-C3,Harvey Tool,51.21
2069,"0.0300 Radius × 0.0200 Pilot Diameter Carbide 5° Flare Corner Rounding End Mill DE, 2 Flutes, AlTiN Coated",45330-C3-HAR,IndexableCuttingTools,BoringInserts,,45330-C3,Harvey Tool,44.84
2070,"0.1575 4.00mm, 4 Flute, Single End, Solid Carbide, 0.80mm Corner Radius End Mill 50mm OAL, 30° Helix, Right Hand Flute, 12mm LOC, Right Hand Cut",86837671,,,,5620052,Iscar,32.42
2071,"0.3300 Cutting Dia., 0.2500-18 , 0.3750-18 NPT 4 Flute, Solid Carbide Helical Flute Thread Mill Internal/External Thread, 0.693"" LOC, 3-1/2"" OAL, 3/8"" Shank Diam",57262461,,,,TM330-18NPT-H,Scientific Cutting Tools,171.41
2072," 0.2800 Cutting Diam, 1/8-27 NPTF, 4 Flute, Solid Carbide Helical Flute Thread Mill Internal/External Thread, 0.758"" LOC, 3-1/2"" OAL, 3/8"" Shank Diam",88525787,,,,,Scientific Cutting Tools,167.94
2073,"0.6200 7/8-16 Thread, 5/8"" Shank Diam, Bright Coating, Solid Carbide Straight Flute Thread Mill 6 Flutes, 3-1/2"" OAL, 7/8"" Min Noml Diameter",60021722,,,,TM 620-16,Scientific Cutting Tools,197.87
2074,"0.4000 Cutting Diam, 1/2-13 UNC, 4 Flute, Solid Carbide Helical Flute Thread Mill Internal/External Thread, 1.108"" LOC, 3-1/2"" OAL, 1/2"" Shank Diam",44078335,,,,TM400-13H,Scientific Cutting Tools,192.8
2075," 0.4000 Cutting Diam ,9/16-12 UNC, 4 Flute, Solid Carbide Helical Flute Thread Mill Internal/External Thread, 1.117"" LOC, 3-1/2"" OAL, 1/2"" Shank Diam",86359643,,,,TM400-12H,Scientific Cutting Tools,179.14
2076,"0.4300, /2-14, 3/4-14 NPTF, 4 Flute, Solid Carbide Helical Flute Thread Mill Internal/External Thread, 1.105"" LOC, 3-1/2"" OAL, 1/2"" Shank Diam",74104019,,,,TM430-14NPTF-H,Scientific Cutting Tools,216.63
2077,"0.6200, 7/8–16 UN, 5/8 Inch Shank Diameter, Bright Finish, Solid Carbide, Straight Flute Thread Mill",44078764,,,,TM620-16,Scientific Cutting Tools,0
2078,8.00mm (M8x1.25) Tool Used to Install HS-08012-14 Inserts,HTM0812 (National-Precision),,,,HTM0812,National-Precision,115
2079,"0.1719 , 0.6250,  LOC, 0.1875 Shank Diam, 2.0000 OAL, 2 Flute, Solid Carbide Square End Mill Single End, TiCN Finish, Spiral Flute, 40° Helix, Centercutting, Right Hand Cut, Right Hand Flute",7770365,,,,,Accupro,14.52
2080,1.0827 27.5MM 3XD OSG HODLER QIA,38377347,,,,7803300,OSG,466.56
2081,"1.2500 Indexable drill, 5.768 OAL, 3.091 FL, 1.250 Shank Dia.",46981676,,,,52502006,OSG,477.33
2082,0.8439 P2D0844FS100A07 OSG DRILL QIA,38498622,,,,52502037,OSG,390.94
2083,Zero-Setter SHARS Gauge ,,INDICATOR,,,303-3104,SHARS,0
2084,"0.3110 Cutter Dia, Thread Mill Cutter , 0.375 Shank Dia, 1.1220 LOC, 60 Degree, AlTiN",842929-C3 (Iwen),,,,842929-C3,Harvey Tool,233.04
2085,"0.1719 , 0.625 LOC, 0.1875 Shank Dia, 2.0000 OAL, 2 Flute, Solid Carbide Square End Mill Single End, Uncoated, Spiral Flute, 40° Helix, Centercutting, Right Hand Cut, Right Hand Flute",7764632,,,,,Accupro,14.52
2086,"0.1654 4.20mm x0.80 Metric Coarse, D4, 2-3/8"" OAL, 0.1654"" Drill Diam x 13/32"" Drill Length, Combination Drill & Tap 2 Flutes, 7/8"" Thread Length, High Speed Steel, Bright Finish, 6H",82811803,,,,,Made in USA,25.96
2087,"0.2188, 140° Point, Solid Carbide, Extra Length Drill Bit EgiAs Finish, 110mm Flute Length, 160mm OAL, Series 6535",48878557,,,,653521912,OSG,233.32
2088,"0.0625, 0.1250 LOC,  Shank Diam, 1.5000 OAL, 2 Flute, Solid Carbide Square End Mill Single End, TiCN Finish, Spiral Flute, 30° Helix, Centercutting, Right Hand Cut, Right Hand Flute",7770183,,,,,Accupro,11.21
2089,"0.0920 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.081"" Straight Shank, 3/4"" Flute Length, 3"" OAL",72009202,,,,,Made in USA,30.05
2090,"0.0970 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.0928"" Straight Shank, 7/8"" Flute Length, 3-1/2"" OAL",72009707,,,,,Made in USA,32.79
2091,"0.1710 High Speed Steel 6 Flute Chucking Reamer Straight Flute, 0.1595"" Straight Shank, 1-1/8"" Flute Length, 4-1/2"" OAL",72017106,,,,,Made in USA,38.28
2092,"0.0870 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.081"" Straight Shank, 3/4"" Flute Length, 3"" OAL",72008709,,,,,Made in USA,30.05
2093,"0.0945 2.40mm 140° Solid Carbide Jobber Drill WD1 Finish, Right Hand Cut, Spiral Flute, Straight Shank, 52mm OAL",48807481,,,,HP245-0945,OSG,25.09
2094,"0.0394 1.00mm Diam, 2.50mm LOC, 2 Flute Solid Carbide Ball End Mill WXL Finish, Single End, 60mm OAL, 6mm Shank Diam, Spiral Flute",51026235,,,,3106100,OSG,42.19
2095,"0.0787 2.00mm Diam, 5.00mm LOC, 2 Flute Solid Carbide Ball End Mill WXL Finish, Single End, 50mm OAL, 6mm Shank Diam, Spiral Flute",51026243,,,,3106200,OSG,37.11
2096,"0.2362 6.00mm Diam, 12.00mm LOC, 2 Flute Solid Carbide Ball End Mill WXL Finish, Single End, 90mm OAL, 6mm Shank Diam, Spiral Flute",51026326,,,,3106601,OSG,60.93
2097,"0.4724 12.00mm Diam, 18.00mm LOC, 2 Flute Solid Carbide Ball End Mill WXL Finish, Single End, 110mm OAL, 12mm Shank Diam, Spiral Flute",51026409,,,,3106660,OSG,130.27
2098,0.2500 Dia x .095 LOC x 2.5 OAL x 5FL Aplus 90DEG,59807-HLS,Milling,CornerRoundingEndMills,,,Helical,27.16
2099,"0.1012 2.57mm Solid Carbide 4 Flute Chucking Reamer Spiral Flute, 4mm Straight Shank, 14mm Flute Length, 75mm OAL",70254149,,,,,Hertel,24.9
2100,"Size CR2032, Lithium, Button & Coin Cell Battery 3 Volts, Button Tab Terminal, CR2032, ANSI, IEC, NEDA Regulated",76581206,,,,,Energizer,2.81
2101,"0.0630 1.60mm M1.6x0.35  Metric Coarse D3 Thread Limit Mod Bottom Thread Forming Tap Cobalt, TiN Finish, 1-5/8"" OAL, 5/16"" Thread Length, Right Hand Thread, Series HY-PRO NRT",75537159,,,,1410100005,OSG,19.67
2102,"0.0860 #2-56 UNC H9 Thread Limit Modified Bottoming Thread Forming Tap Cobalt, TiCN Finish, 1-3/4"" OAL, 7/16"" Thread Length, Right Hand Thread, Series 14001",68564707,,,,1400157908,OSG,16.5
2103,"0.0815 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.0771"" Straight Shank, 3/4"" Flute Length, 3"" OAL",72008154,,,,,Made in USA,30.05
2104,"0.0805 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.072"" Straight Shank, 3/4"" Flute Length, 3"" OAL stars image Write the first review",72008055,,,,,Made in USA,30.05
2105,"0.0800 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.072"" Straight Shank, 3/4"" Flute Length, 3"" OAL",72008006,,,,,Made in USA,30.05
2106,"0.0650 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.0585"" Straight Shank, 1/2"" Flute Length, 2-1/2"" OAL",72006505,,,,,Made in USA,31.94
2107,"0.0600 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.0585"" Straight Shank, 1/2"" Flute Length, 2-1/2"" OAL",72006000,,,,,Made in USA,35.7
2108,"0.0571 Drill Diameter × 0.4130 Flute Length Carbide Drill, 2 Flutes",20355-HAR,Holemaking,MicroDrillBits,,20355,Harvey Tool,13.2
2109,"0.0550 Drill Diameter × 0.4130″ Flute Length Carbide Drill, 2 Flutes",20350,,,,20350,Harvey Tool ,13.2
2110,"0.0610 Drill Diameter × 0.4130″ Flute Length Carbide Drill, 2 Flutes",20370-Har,Holemaking,AircraftExtensionDrillBits,,20370,Harvey Tool,13.2
2111,"0.0781 Drill Diameter × 0.4130 Flute Length Carbide Drill, 2 Flutes, AlTiN Coated",20407-C3-HAR,Holemaking,ChamferMills,,20407-C3,Harvey Tool,17.6
2112,"0.0760 Drill Diameter × 0.4130″ Flute Length Carbide Drill, 2 Flutes",20402-HAR,Holemaking,ChuckingReamers,,20402,Harvey Tool,13.2
2113,"0.0760 DIA MINI CARB DRILL, 8x LOF ",815402-HAR,Holemaking,CombinationDrill&Countersinks,,815402,Harvey Tool,26.22
2114,"0.1160 Drill Diameter × 0.4130″ Flute Length Carbide Drill, 2 Flutes",20487,,,,20487,Harvey Tool,13.2
2115,"0.5000 4 Flute Solid Carbide Chamfer Mill 90DEG TiCN Finish, 3"" OAL",9551011,Holemaking,ChamferMills,,,Accupro,67.09
2116,"0.2362 6.00mm, 13mm LOC, 6mm Shank Diam, 57mm OAL, 4 Flute, Solid Carbide Square End Mill Single End, nano-Si Finish, Helical Flute, Variable° Helix, Centercutting, Right Hand Cut, Right Hand Flute, Series RF100",36525277,,,,9.07E+12,Guhring,41.85
2117,"0.1575 4.00mm 11mm LOC, 6mm Shank Diam, 57mm OAL, 4 Flute, Solid Carbide Square End Mill Single End, nano-Si Finish, Helical Flute, Variable° Helix, Centercutting, Right Hand Cut, Right Hand Flute, Series RF100",36525319,,,,9.07E+12,Gurhring,41.85
2118,"0.5511 14.00mm IN DRILL, 1.5748 IN SHANK, 4.2126 IN AOL, 1.6535 IN D MAXIMUM DRILL, 3",99937385,,,,,Sandvik,361.88
2119,"0.4803 12.20mm Min Bore Diam, 6"" OAL, 3/8"" Shank Diam, A-SCLC Indexable Boring Bar CCMT 21.51 Insert, Screw Clamping Holding Method",1072164,,,,,Sandvik,96.25
2120,"0.6882 Indexable Drill Body 2.0600  Max Drill Depth, 3xD, 2 Inserts, 3/4"" Shank Diam, Flange Shank",1278225,,,,2036643,Kennametal,386.32
2121,"0.8441 - 2.5300 Max Drill Depth, 3xD, 0.8441"" Diam, Indexable Insert Drill Takes 2 Inserts, 1"" Shank Diam, Straight Shank",36918993,,,,2036648,Kennametal,396.87
2122,"1.1250 - 	3.3800 Max Drill Depth, 3xD, 1-1/8"" Diam, Indexable Insert Drill 1-1/4"" Shank Diam, Straight Shank",74679820,,,,,Iscar,465.14
2123,"0.9382 23.83mm - 3.7500 95.3mm Max Drill Depth, 4xD, 0.9382"" Diam, Indexable Insert Drill Takes 2 Inserts, 1"" Shank Diam, Straight Shank",64919111,,,,3022353,Kennametal,435
2124,"0.5910 15.00mm to 0.6265 15.91mm Diam, 8xD, 120mm Max Depth, 20mm Shank Diam, 193.85mm OAL, Replaceable-Tip Drill FCP, ICK, ICK-2M, ICM, ICP, iCP-2M Insert, 35503960 Toolholder, Series SumoCham",35503960,,,,3202471,Iscar,296.45
2125,"0.0938  2 Flute, Single End, Solid Carbide, 0.02"" Corner Radius End Mill 1-1/2"" OAL, 30° Helix, Right Hand Flute, 0.279"" LOC, Right Hand Cut",62755541,,,,,Accupro,18.16
2126,"0.0469, 0.1406  LOC, 1/8"" Shank Diam, 1-1/2"" OAL, 4 Flute, Solid Carbide Square End Mill Single End, TiN Finish, Spiral Flute, 30° Helix, Centercutting, Right Hand Cut, Right Hand Flute",88249875,,,,,Hertel,11.32
2127,"0.0787 7.00mm LOC, 3.00mm Shank Diam, 39.00mm OAL, 3 Flute, Solid Carbide Square End Mill Single End, Uncoated, Spiral Flute, 30° Helix, Centercutting, Right Hand Cut, Right Hand Flute, Series 403",82782426,,,,403-0787,OSG,15.22
2128,"0.2087 5.30mm 140° Solid Carbide Jobber Drill EgiAs Finish, Right Hand Cut, Spiral Flute, Straight Shank, 100mm OAL",48804199,,,,8692530,OSG,88.45
2129,"0.0900 , 0.2700 LOC, 1/8"" Shank Diam, 1-1/2"" OAL, 2 Flute, Solid Carbide Square End Mill Single End, AlTiN Finish, Spiral Flute, 30° Helix, Centercutting, Series Miniature",64536238,,,,,Accupro,28.38
2130,"0.1320 High Speed Steel 4 Flute Chucking Reamer Straight Flute, 0.119 Straight Shank, 0.8750 Flute Length, 3-1/2"" OAL",72013204,,,,,Made in USA,40.63
2131,"0.0630 1.6mm 135° Solid Carbide Jobber Drill TiAlCr/TiSi Finish, 70mm OAL",53942546,,,,5VHY420,Sumitomo,81.3
2132,"0.0350″ Cutter Diameter × 0.2810″ ( Length of Cut Carbide Square End Mill, 3 Flutes",33635-HAR,IndexableCuttingTools,Caps&PlugsForIndexables,,33635,Harvey,48.36
2133,"0.1250, 0.3125 LOC, 0.1250"" Shank Diam, 1.5000 OAL, 3 Flute, Solid Carbide Square End Mill Single End, ZrN Finish, Spiral Flute, 37° Helix, Centercutting, Right Hand Cut, Right Hand Flute",65249658,,,,,Accupro,15.43
2134,"0.1250, 0.5000 LOC, 0.1250 Shank Diam, 2.0000 OAL, 3 Flute, Solid Carbide Square End Mill Single End, ZrN Finish, Spiral Flute, 37° Helix, Centercutting, Right Hand Cut, Right Hand Flute",65249682,,,,,Accupro,18.75
2135,"0.5000, 1.0000 LOC, 0.5000 Shank Diam, 3.0000 OAL, 3 Flute, Solid Carbide Square End Mill Single End, ZrN Finish, Spiral Flute, 37° Helix, Centercutting, Right Hand Cut, Right Hand Flute",65250185,,,,,Accupro,0
2136,"0.1250 ,1.000 LOC, 1/8"" Shank Diam, 2-1/2"" OAL, 3 Flute, Solid Carbide Square End Mill Single End, ZrN Finish, Spiral Flute, 37° Helix, Centercutting, Right Hand Cut, Right Hand Flute",65249716,,,,,Accupro,42.6
2137,"0.1875, 3 Flute, Single End, Solid Carbide, 0.03"" Corner Radius End Mill 2-1/2"" OAL, 37° Helix, Right Hand Flute, 5/8"" LOC, Right Hand Cut",70217211,,,,,Accupro,25.94
2138,"0.0938Diam, 3/8"" LOC, 2 Flute, 90° Point Angle, Solid Carbide Drill Mill TiN Finish, 1-1/2"" OAL, 1/8"" Shank Diam",1319680,,,,21625,Melin Tool,19.6
2139,"0.0938 ,0.3125 LOC, 0.1250 Shank Diam, 1.5000 OAL, 2 Flute, Solid Carbide Square End Mill Single End, Uncoated, Spiral Flute, 30° Helix, Centercutting, Right Hand Cut, Right Hand Flute",36099737,,,,,Accupro,9.86
2140,"0.0938, 1"" LOC, 1/8"" Shank Diam, 3"" OAL, 4 Flute, Solid Carbide Square End Mill Single End, Uncoated, Spiral Flute, 30° Helix, Centercutting, Right Hand Cut, Right Hand Flute, Series C430",55105407,,,,N55673,Niagara Cutter,27.04
2141,"0.0197 0.50mm EXT Pitch 26616 A Grade 1125, External Metric 60° Threading Insert, Right Hand Insert, Carbide",49378086,,,,5757928,Sandvik Coromant,22.92
2142,"0.1181 3.00mm, 8.00mm LOC, 6.00mm Shank Diam, 57.00mm OAL, 4 Flute, Solid Carbide Square End Mill Single End, AlTiN Finish, Spiral Flute, Variable° Helix, Right Hand Cut, Right Hand Flute, Series Z1M",86993722,,,,46357,SGS,21.47
